"Task ID","Task Name","tags","Przeznaczenie (drop down)","Klawiatura (labels)","Obudowa (labels)","Procesor (drop down)","Model Procesora (short text)","Grafika (short text)","RAM (drop down)","Dysk (drop down)","Rozdzielczość (drop down)","Matryca (labels)","Problemy (labels)","Uwagi (text)","Regał (drop down)","Lists","Zamówienie (short text)"
"86c4t7ur4","PF14RCJF","[lenovo thinkpad t470]","Przyjęcie","[Francuska]","","i5","6300U","","8","256","","[Bez wad]","","","","[2025.07.28 SISO]",""
"86c4t7uz5","PF1NYY5J","[lenovo thinkpad t470]","Przyjęcie","[Francuska]","","i5","6300U","","8","256","","[Bez wad]","","","","[2025.07.28 SISO]",""
"86c4t7v8v","PF15D1GA","[lenovo thinkpad t470]","Przyjęcie","[Francuska]","","i5","6300U","","8","256","","[Bez wad]","","","","[2025.07.28 SISO]",""
"86c4t7vff","PF1DR960","[lenovo thinkpad t470]","Przyjęcie","[Francuska]","","i5","6300U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4t7vmt","PF1P03QM","[lenovo thinkpad t470]","Przyjęcie","[Francuska]","","i5","6300U","","8","256","","[Bez wad]","","","","[2025.07.28 SISO]",""
"86c4t7vpu","PF15E6ZQ","[lenovo thinkpad t470]","Przyjęcie","[Francuska]","","i5","6300U","","8","256","","[Bez wad]","","","","[2025.07.28 SISO]",""
"86c4taw3d","pc0zf3eu","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","","[Klapa X]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4taxvq","pc0zxewq","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4tb1gw","pc0zxenb","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Zbita]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4tbdg6","pc0yxu4s","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c3ajt8c","DSAB002627","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Klapa X, Palmrest]","dotyk nie działa
","","[MIX 2 HALA - OD MAJA 2025]","31870"
"86c3ad0bh","DSAB003012","[fujitsu lifebook p728]","Serwis","[Pionowy Enter ISO / EU, QWERTY PL]","","i5","8250U","","8","256","1920 x 1080","[Dotyk, Bez wad]","[Palmrest]","dotyk nie działa, obudowa x
","","[MIX 2 HALA - OD MAJA 2025]","31870"
"86c4tvmcv","5cg93231zn","[hp elitebook 850 g5]","Gotowe do wysyłki","[Krótki Enter ANSI / US, QWERTY PL]","","i7","8650u","","8","256","","[Dotyk]","","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c4tbf5a","pc0ykyrm","[lenovo thinkpad x280]","Serwis","[Francuska]","","","","","","","","","[Nie włącza się]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4tbg3g","pc0ywc9h","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4tbgfd","pc0ykysr","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","BRAK","","[Zwykłe ryski / otarcia]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4tbh42","pc15xd9e","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","16","BRAK","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","[Klapa X]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4tbmb0","pc18hz0g","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4tbytn","pc0gbbqv","[lenovo thinkpad t460]","Przyjęcie","[Francuska]","[]","i5","6200U","","8","180","","[Zwykłe ryski / otarcia]","[Spód X, Klapa X, Palmrest]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4tc0du","pc0d1net","[lenovo thinkpad t460]","Serwis","[Francuska]","","","","","","","","","[Zawiasy , Nie włącza się]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4tc1dw","pc0d6r38","[lenovo thinkpad t460]","Przyjęcie","[Francuska]","[]","i5","6300U","","8","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ek1fb","dvgm863","[dell latitude 5310]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10210U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","","EXCELLENT
","","[2025.06.30 - SISO]",""
"86c4duhex","26GM863","[dell latitude 5310]","Przyjęcie","[QWERTY PL]","[Klapa ma otarcia]","i5","10210U","","8","256","1920 x 1080","[Zwykłe ryski / otarcia, Dotyk]","","Excellent
","","[2025.06.30 - SISO]",""
"86c4tvv5h","PF1DA1Y6","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[]","i5","8350U","","8","256","","[Wszędzie otarcia]","","87/87%
","","[2025.07.28 SISO]",""
"86c4tw39q","5cg9221wjb","[hp elitebook 850 g5]","Gotowe do wysyłki","[QWERTY PL]","","i7","i7-8650u","","8","256","","[Bez wad]","","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c4txhen","PF1DCZ2W","[lenovo thinkpad t480]","Serwis","[Francuska]","","i5","8350U","","8","256","","[Wszędzie otarcia]","","13% WEWN
nacisk na klaw powoduje wylaczanie laptopa
","","[2025.07.28 SISO]",""
"86c4txmb7","PF1DV275","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4txmrf","PF1Y9HV0","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4txmxp","PF292WHS","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4txn07","PF298W4Q","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4txn41","PF1DC0KF","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4txn6y","PF1YDD81","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4txrpn","PF1DA5TG","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[]","i5","8350U","","8","256","","[Bez wad]","[Palmrest]","","","[2025.07.28 SISO]",""
"86c4tzb7d","pf1daadz","[lenovo thinkpad t480]","Serwis","[Brak]","[Klapa ma otarcia]","","","","","","","[Problem]","","BRAK PODSWIETLENIA?
","","[2025.07.28 SISO]",""
"86c4tzdvf","pf1ya1nc","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4tze0w","pf1db6p4","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4tze6f","pf1dvzl1","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4tzefu","pf1yc116","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4tzfd4","5cg9118t06","[hp elitebook 850 g5]","Gotowe do wysyłki","[QWERTY PL]","[Nowa Klapa]","i7","8650u","","16","256","","[Dotyk, Mikro poświatka]","","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c4tzfdb","pf26fa1e","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4u1bv2","PF1DBNX5","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4u1cqy","PF2A9JVR","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4u1fu6","5cg942bpph","[hp elitebook 850 g6]","Gotowe do wysyłki","[QWERTY PL]","[Klapa ma skina]","i7","8665U","","8","256","1920 x 1080","[Nowa, Bez wad]","","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c4v69jc","5CG0120CH3","[hp elitebook 850 g6]","Gotowe do wysyłki","","[Klapa ma skina]","i7","8665u","","8","256","","[Nowa]","","","","[MIX 2 HALA - OD MAJA 2025]",""
"86c4u1qw4","PF2A9RFJ","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4u1xkm","PF29655V","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4u1xxc","PF1DCAQQ","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4u2yg6","PF295XQ3","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4u35wz","PF1DBFB8","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4u361u","PF2AC9A4","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4u367c","PF1DAQHU","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4u36fh","PF1DAM9S","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","32","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4uf0bu","pc0zxex0","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4uf0j8","pc18hz1z","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4uf4yb","PC18HZ17","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Bez wad]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4uf59m","PC0ZXEMF","[lenovo thinkpad x280]","Serwis","[Francuska]","","","","","","","","","[Nie włącza się]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4uf5u0","PC18HY2Q","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4uf6pa","PC14YH2V","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","[Touchpad]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4uf6n6","PC0YWC97","[lenovo thinkpad x280]","Serwis","[Francuska]","","","","","","","","","[Nie włącza się]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4uf71v","PC0YWC8K","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4uf75j","P30ZXEPK","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4uf7ak","PC18HYZK","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","BRAK","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ufd6a","PC18HZ0W","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ufd8t","PC0YXU3Q","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ufdcc","PC0ZXENR","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Zbita]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ufqtf","PC18HZ1C","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","[Klapa X]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ufqxt","PC0YWC92","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ufry2","PC18HYZW","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ufua8","PC0ZXER9","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Mikro otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ug3gt","PC0ZXEM3","[lenovo thinkpad x280]","Serwis","[Francuska]","","","","","","","","","[Nie włącza się]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ug47q","PC18HY31","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","BRAK","","[Zwykłe ryski / otarcia]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ug4u1","PC0ZXEP1","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ug4yx","PC18HZ1E","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ug535","PC18HZ2E","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ug58b","PC18HY2N","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ug5e8","PC18HZ1L","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ugwaz","PC18HZ1W","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ugwrf","PC0YWC8G","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","BRAK","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ugxy3","PC18HY2X","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ugye8","PC18HZ28","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zbita]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4uh188","PC0ZXENZ","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ujqcm","PC0ZXEMU","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ujqnf","PC0YWC8Y","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ujr9t","PC18HZ1T","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ujrf6","PC18HZ0L","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ujrj4","PC18HZ05","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ujt7j","PC0YUV3K","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ujta9","PC0YWC8M","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","7300U","","8","256","","[Zwykłe ryski / otarcia]","[]","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4ujtcf","PC18HYZB","[lenovo thinkpad x280]","Przyjęcie","[Francuska]","","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.23 - ATF FRANCJA MIX 246509]",""
"86c4v0pey","pf2cj49k","[lenovo thinkpad t490]","Przyjęcie","[Francuska]","","i5","8365U","","8","256","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","","","","[2025.07.28 SISO]",""
"86c4v0q60","pf2bdx13","[lenovo thinkpad t490]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8365U","","32","256","","[Zwykłe ryski / otarcia]","[Touchpad]","","","[2025.07.28 SISO]",""
"86c4v0wh7","pf289mpw","[lenovo thinkpad t490]","Przyjęcie","[Francuska]","","i5","8365U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4v15b3","pf2be602","[lenovo thinkpad t490]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8365U","","32","256","","[Zwykłe ryski / otarcia]","[Touchpad]","","","[2025.07.28 SISO]",""
"86c4v1b5r","5cg9404603","[hp elitebook 850 g6]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","256","","[Zwykłe ryski / otarcia, Dotyk]","","","","[2025.07.25 - ALMERE]",""
"86c4v1cg0","5cg9431dc1","[hp elitebook 850 g6]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","256","","[Zwykłe ryski / otarcia, Dotyk]","","","","[2025.07.25 - ALMERE]",""
"86c4v1hfm","5cg0402979","[hp elitebook 850 g6]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.25 - ALMERE]",""
"86c4v1k6x","5cg9381g5y","[hp elitebook 850 g6]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","256","","[Zwykłe ryski / otarcia, Dotyk]","","","","[2025.07.25 - ALMERE]",""
"86c4v1m5b","5cg0133fsj","[hp elitebook 850 g6]","Przyjęcie","[QWERTY PL]","","i7","8665U","","16","256","","[Bez wad]","","","","[2025.07.25 - ALMERE]",""
"86c4v1q9b","pf2aga9v","[lenovo thinkpad t490]","Przyjęcie","[Francuska]","","i5","8365U","","8","256","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","","","","[2025.07.28 SISO]",""
"86c4v1rdd","pf2af3d4","[lenovo thinkpad t490]","Przyjęcie","[Francuska]","","i5","8365U","","8","256","","[Zwykłe ryski / otarcia, Zwykłe poświatki]","","","","[2025.07.28 SISO]",""
"86c4v1y6f","pf2aclzf","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","89/91%
","","[2025.07.28 SISO]",""
"86c4v1ym8","pf1dbdrf","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4v1zwy","pf1dbgxc","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","65% WEWN
","","[2025.07.28 SISO]",""
"86c4v22p7","pf1ddgj8","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4v23z8","5cg0208pkt","[hp elitebook 850 g6]","Przyjęcie","[QWERTY PL]","","i5","8265U","","8","","","[]","","","","[2025.07.25 - ALMERE]",""
"86c4v26q0","pf13c80c","[lenovo thinkpad t480]","Malarnia","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Bez wad]","","MALARNIA
","","[2025.07.28 SISO]",""
"86c4v2c02","pf297y74","[lenovo thinkpad t480]","Malarnia","[Francuska]","[]","i5","8350U","","8","256","","[Bez wad]","","MALARNIA
","","[2025.07.28 SISO]",""
"86c4v2dbh","pf1ybk0a","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4v2dgn","pf1dcpd9","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4v2e0z","pf2921pj","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4v2fd9","pf1k430r","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Bez wad]","","77% WEW 
","","[2025.07.28 SISO]",""
"86c4v2jmd","pf1da1xk","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","32","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4v2kzz","pf1du5ff","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4v2m2k","pf1dbvb0","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4v2m73","pf1ddgc6","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4v2yfz","pf26f4nm","[lenovo thinkpad t480]","Malarnia","[Francuska]","[]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","48% WEWN MALARNIA
","","[2025.07.28 SISO]",""
"86c4v329h","pf1dchj3","[lenovo thinkpad t480]","Malarnia","[Francuska]","[]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","63% WEWN MALARNIA
","","[2025.07.28 SISO]",""
"86c4v3a45","pf2a9jvr","[lenovo thinkpad t480]","Malarnia","[Francuska]","[]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","76% WEWN MALARNIA
","","[2025.07.28 SISO]",""
"86c4v3gpv","pf1ya16b","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","16","256","","[Zwykłe ryski / otarcia]","[Spód X]","47% WEWN
","","[2025.07.28 SISO]",""
"86c4v42d2","pf298hkm","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","60/79%

","","[2025.07.28 SISO]",""
"86c4v4zdv","PF1YAZPE","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","[Klapa X]","

","","[2025.07.28 SISO]",""
"86c4v52zm","PF1YD1AD","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","[Klapa X]","

","","[2025.07.28 SISO]",""
"86c4v5h17","PF1DA7ZN","[lenovo thinkpad t480]","Magazyn","[Francuska]","","i5","8350U","","8","BRAK","","","[]","71% / WEWN 
","","[2025.07.28 SISO]",""
"86c4v649c","pf1jtqjz","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4v64hm","pf1kcy4j","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4v64u9","pf1dcsub","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4v64zv","pf1dbydu","[lenovo thinkpad t480]","Przyjęcie","[Francuska]","[Klapa ma otarcia]","i5","8350U","","8","256","","[Zwykłe ryski / otarcia]","","","","[2025.07.28 SISO]",""
"86c4v6ad2","5CG0120CS2","[hp elitebook 850 g6]","Gotowe do wysyłki","[QWERTY PL]","","i7","8650U","","8","256","","[Nowa]","","","","[MIX 2 HALA - OD MAJA 2025]",""
